sentence,packed_sentence,entities
就能優先挑走優秀勞工次等公司就只能招募到次等員工,就(D)　能(D)　優先(D)　挑走(VC)　優秀(VH)　勞工(Na)　次等(A)　公司(Nc)　就(D)　只(Da)　能(D)　招募到(VC)　次等(A)　員工(Na),[]
但必須付出更多努力不然公司獲利就更低了罷工,但(Cbb)　必須(D)　付出(VC)　更多(D)　努力(Nv)　不然(Cbb)　公司(Nc)　獲利(Na)　就(D)　更(D)　低(VH)　了(Di)　罷工(VA),[]
現實就是,現實(Na)　就(D)　是(SHI),[]
第二第三名公司的勞工,第二(Neu)　第三(Neu)　名(Nf)　公司(Nc)　的(DE)　勞工(Na),"[{'word': '第二', 'ner': 'ORDINAL'}, {'word': '第三', 'ner': 'ORDINAL'}]"
必須比第名的還要付出更多,必須(D)　比(P)　第名(Neu)　的(DE)　還要(D)　付出(VC)　更多(Neqa),"[{'word': '第名', 'ner': 'ORDINAL'}]"
但不可能待遇跟第名的樣好,但(Cbb)　不可能(D)　待遇(Na)　跟(P)　第(Neu)　名(Nf)　的(DE)　樣(Na)　好(VH),"[{'word': '第名', 'ner': 'ORDINAL'}]"
你看聯電跟台積電之間的差距,你(Nh)　看(VC)　聯電(Nb)　跟(P)　台積電(Nb)　之間(Ng)　的(DE)　差距(Na),"[{'word': '聯電', 'ner': 'ORG'}, {'word': '台積電', 'ner': 'ORG'}]"
福利至少有員工機票吧可以便宜候補有位子的飛機喜歡出國就省很多耶,福利(Na)　至少(Da)　有(V_2)　員工(Na)　機票(Na)　吧(T)　可以(D)　便宜(VH)　候補(VH)　有(V_2)　位子(Na)　的(DE)　飛機(Na)　喜歡(VK)　出國(VA)　就(D)　省(VJ)　很多(VH)　耶(T),[]
進不去華航長榮,進(VA)　不(D)　去(VCL)　華航(Nc)　長榮(Nb),"[{'word': '華航', 'ner': 'ORG'}, {'word': '長榮', 'ner': 'ORG'}]"
就好好在星宇待著起成長,就(D)　好好(D)　在(P)　星宇(Na)　待(VC)　著(Di)　起(VC)　成長(VH),[]
長榮不要的才去星宇啊不管老闆還是員工都樣,長榮(Nb)　不(D)　要(VC)　的(DE)　才(Da)　去(VCL)　星宇(Nb)　啊(I)　不管(Cbb)　老闆(Na)　還是(Caa)　員工(Na)　都(D)　樣(Na),[]
就沒能力去華航星宇養了堆別人不要的,就(D)　沒(VJ)　能力(Na)　去(VCL)　華航(Nc)　星宇(Na)　養(VC)　了(Di)　堆(Nf)　別人(Nh)　不(D)　要(VC)　的(DE),"[{'word': '華航', 'ner': 'ORG'}]"
不過對乘客來說坐新飛機不錯啦,不過(Cbb)　對(P)　乘客(Na)　來(D)　說(VE)　坐(VA)　新(VH)　飛機(Na)　不錯(VH)　啦(T),[]
對了,對了(VH),[]
聽說他還說了些爆氣的話想知道的自己去打聽,聽說(VE)　他(Nh)　還(D)　說(VE)　了(Di)　些(Nf)　爆氣(VH)　的(DE)　話(Na)　想(VE)　知道(VK)　的(DE)　自己(Nh)　去(D)　打聽(VE),[]
事實就是第二第三的員工要比第的還努力然後獲得更少只能說贏者全拿的世界很現實,事實(Na)　就(D)　是(SHI)　第二(Neu)　第三(Neu)　的(DE)　員工(Na)　要(D)　比(P)　第(Neu)　的(DE)　還(D)　努力(VH)　然後(D)　獲得(VJ)　更少(VH)　只(Da)　能(D)　說(VE)　贏(VD)　者(Na)　全(Neqa)　拿(VC)　的(DE)　世界(Nc)　很(Dfa)　現實(VH),"[{'word': '第二', 'ner': 'ORDINAL'}, {'word': '第三', 'ner': 'ORDINAL'}]"
不要說我說幹話,不要(D)　說(VE)　我(Nh)　說(VE)　幹話(VA),[]
條件好的男生跟條件差的男生,條件(Na)　好(VH)　的(DE)　男生(Na)　跟(P)　條件(Na)　差(VH)　的(DE)　男生(Na),[]
追求女生的難度跟需要花的心力就不樣,追求(VC)　女生(Na)　的(DE)　難度(Na)　跟(Caa)　需要(VK)　花(VC)　的(DE)　心力(Na)　就(D)　不樣(D),[]
但條件好的男生就是可以配到條件好的女生,但(Cbb)　條件(Na)　好(VH)　的(DE)　男生(Na)　就是(Cbb)　可以(D)　配到(VC)　條件(Na)　好(VH)　的(DE)　女生(Na),[]
不是嗎,不(D)　是(SHI)　嗎(T),[]
哪有道理條件差的男生只要多努力,哪(Nep)　有(V_2)　道理(Na)　條件(Na)　差(VH)　的(DE)　男生(Na)　只要(Cbb)　多(Dfa)　努力(VH),[]
就定可以追到,就(D)　定(D)　可以(D)　追到(VC),[]
不買飛機擴張就也賺不了多少畢竟航點少飛機少也營運沒幾年,不(D)　買(VC)　飛機(Na)　擴張(VHC)　就(D)　也(D)　賺不了(VC)　多少(Neqa)　畢竟(D)　航點(Na)　少(VH)　飛機(Na)　少(VH)　也(D)　營運(VA)　沒(VJ)　幾(Neu)　年(Nf),[]
條件好的女生,條件(Na)　好(VH)　的(DE)　女生(Na),[]
然後條件差的女生去配條件好的男生,然後(D)　條件(Na)　差(VH)　的(DE)　女生(Na)　去(D)　配(VC)　條件(Na)　好(VH)　的(DE)　男生(Na),[]
但是條件差的男生要是因此罷工,但是(Cbb)　條件(Na)　差(VH)　的(DE)　男生(Na)　要是(Cbb)　因此(Cbb)　罷工(VA),[]
就連女生都追不到,就(D)　連(VJ)　女生(Na)　都(D)　追(VC)　不(D)　到(VC),[]
傻了當初星宇可是從紅色綠色挖堆人過去還自成派系然後這些過去的通通是黑名單沒有回頭機會,傻(VH)　了(Di)　當初(Nd)　星宇(Nb)　可是(D)　從(P)　紅色(Na)　綠色(Na)　挖(VC)　堆(Nf)　人(Na)　過去(Nd)　還(D)　自成(VG)　派系(Na)　然後(D)　這些(Neqa)　過去(Nd)　的(DE)　通通(D)　是(SHI)　黑名單(Na)　沒有(VJ)　回頭(D)　機會(Na),"[{'word': '星宇', 'ner': 'ORG'}]"
會離開老東家去敵陣營打對台,會(D)　離開(VC)　老東家(VH)　去(VCL)　敵陣營(Na)　打對台(VA),[]
本來就該有背水戰的覺悟,本來(D)　就(D)　該(D)　有(V_2)　背水戰(VC)　的(DE)　覺悟(Nv),[]
星宇調酒還有限量,星宇(Nb)　調酒(VA)　還(D)　有(V_2)　限量(VH),"[{'word': '星宇', 'ner': 'ORG'}]"
利潤比賣吃的還低,利潤(Na)　比(P)　賣(VD)　吃(VC)　的(DE)　還(Dfa)　低(VH),[]
航空業機位數就是獲利上限要提高獲利就漲機票價錢吧但也要顧客買單,航空業(Na)　機位數(Na)　就(Cbb)　是(SHI)　獲利(VH)　上限(Na)　要(D)　提高(VC)　獲利(Na)　就(D)　漲(VH)　機票(Na)　價錢(Na)　吧(T)　但(Cbb)　也(D)　要(D)　顧客(Na)　買單(VA),[]
誰說航空是高風險行業,誰(Nh)　說(VE)　航空(Na)　是(SHI)　高風險(Na)　行業(Na),[]
還不如去夜市擺車輪餅攤販光現在車輪餅漲價就沒跟你客氣的,還不如(Cbb)　去(VCL)　夜市(Nc)　擺(VC)　車輪餅(Na)　攤販(Na)　光(Da)　現在(Nd)　車輪餅(Na)　漲價(VH)　就(D)　沒(D)　跟(P)　你(Nh)　客氣(VH)　的(DE),[]
你看看國內線更慘花航這幾年能發的出這麼好的年終跟獎金跟疫情吃下空運大餅有關,你(Nh)　看看(VE)　國內線(Na)　更(Dfa)　慘(VH)　花航(Nc)　這(Nep)　幾(Neu)　年(Nf)　能(D)　發(VC)　的(DE)　出(VC)　這麼(Dfa)　好(VH)　的(DE)　年終(Nd)　跟(P)　獎金(Na)　跟(P)　疫情(Na)　吃下(VC)　空運(VC)　大餅(Na)　有關(VJ),[]
航空業在算毛利你真的就是外行中的外行,航空業(Na)　在(P)　算(VE)　毛利(Na)　你(Nh)　真的(D)　就(D)　是(SHI)　外行(VI)　中(Ng)　的(DE)　外行(VI),[]
罷工前提是公司有賺錢不分員工要爭取福利,罷工(VA)　前提(Na)　是(SHI)　公司(Nc)　有(V_2)　賺錢(VA)　不(D)　分(VC)　員工(Na)　要(D)　爭取(VC)　福利(Na),[]
公司現在就沒賺錢,公司(Nc)　現在(Nd)　就(D)　沒(D)　賺錢(VA),[]
罷工爭取這個公司當然順勢放推,罷工(VA)　爭取(VC)　這(Nep)　個(Nf)　公司(Nc)　當然(D)　順勢(D)　放推(VC),[]
且讓這次之後沒完沒了站在公司立場是這樣,且(Cbb)　讓(VL)　這(Nep)　次(Nf)　之後(Ng)　沒完沒了(VH)　站(VA)　在(P)　公司(Nc)　立場(Na)　是(SHI)　這樣(VH),[]
屁啦廟口麵攤端盤子又不能遇到商務客交往包養,屁啦(Na)　廟口(Nc)　麵攤(Nc)　端(VC)　盤子(Na)　又(D)　不能(D)　遇到(VC)　商務客(Na)　交往(VA)　包養(VC),[]
堆公司毛利還不是只發個月航空業沒啥飛機攤平還本會很慢毛利合理吧,堆(Nf)　公司(Nc)　毛利(Na)　還不是(D)　只(Da)　發(VD)　個(Nf)　月(Na)　航空業(Na)　沒(VJ)　啥(Nep)　飛機(Na)　攤平(VC)　還本(D)　會(D)　很(Dfa)　慢(VH)　毛利(Na)　合理(VH)　吧(T),[]
有發個月很難讓般大眾跟著聲援,有(V_2)　發(VD)　個(Nf)　月(Na)　很(Dfa)　難(VH)　讓(VL)　般(Ng)　大眾(Nh)　跟(D)　著(Di)　聲援(VC),[]
如果完全不發大家還容易共鳴,如果(Cbb)　完全(D)　不(D)　發(VD)　大家(Nh)　還(D)　容易(VH)　共鳴(VA),[]
剛剛看了是淨利耶算很會還了,剛剛(D)　看(VC)　了(Di)　是(SHI)　淨利(Nb)　耶(T)　算(VG)　很(Dfa)　會(D)　還(VD)　了(Di),[]
目前在搞擴張買飛機啊,目前(Nd)　在(D)　搞(VC)　擴張(VHC)　買(VC)　飛機(Na)　啊(T),[]
能撐過這波還能維持毛利,能(D)　撐(VC)　過(Di)　這(Nep)　波(Nf)　還(D)　能(D)　維持(VJ)　毛利(Na),[]
有機會漲吧,有(V_2)　機會(Na)　漲(VH)　吧(T),[]
就看經營能力如何,就(D)　看(VC)　經營(VC)　能力(Na)　如何(D),[]
慘到笑難怪老闆自己都說不如買,慘(VH)　到(P)　笑(VA)　難怪(D)　老闆(Na)　自己(Nh)　都(D)　說(VE)　不如(VJ)　買(VC),[]
年終發多少是看老闆的良心跟財報股價是回事,年終(Nd)　發(VD)　多少(D)　是(SHI)　看(VC)　老闆(Na)　的(DE)　良心(Na)　跟(P)　財報(Na)　股價(Na)　是(SHI)　回(Nf)　事(Na),[]
越看越可怕欸,越(D)　看(VC)　越(D)　可怕(VH)　欸(I),[]
反正空姐趕快去釣醫生或工程師當搾錢娘就好,反正(D)　空姐(Na)　趕快(D)　去(D)　釣(VC)　醫生(Na)　或(Caa)　工程師(Na)　當(VG)　搾錢娘(FW)　就(D)　好(VH),[]
第天知道航空業是白粉的資本麵粉的獲利,第天(Neu)　知道(VK)　航空業(Na)　是(SHI)　白粉(Na)　的(DE)　資本(Na)　麵粉(Na)　的(DE)　獲利(Na),"[{'word': '第天', 'ner': 'DATE'}]"
搞越洋廣體更是鈔票焚化爐,搞(VC)　越洋(VA)　廣體(VH)　更(D)　是(SHI)　鈔票(Na)　焚化爐(Na),[]
站著說話不腰疼的嘴炮仔真多,站(VA)　著(Di)　說話(VA)　不(D)　腰(Na)　疼(VH)　的(DE)　嘴炮仔(Na)　真(D)　多(VH),[]
飛安很重要而誰能決定用哪個飛安商品,飛安(Na)　很(Dfa)　重要(VH)　而(Cbb)　誰(Nh)　能(D)　決定(VE)　用(P)　哪(Nep)　個(Nf)　飛安(Na)　商品(Na),[]
星宇搭過次,星宇(Nb)　搭(VC)　過(Di)　次(Nf),"[{'word': '星宇', 'ner': 'ORG'}]"
就知道之前泡泡吹多大,就(D)　知道(VK)　之前(Ng)　泡泡(Na)　吹(VC)　多(Dfa)　大(VH),[]
被低端笑死發年終不看財報,被(P)　低端(VH)　笑死(VHC)　發(VD)　年終(Nd)　不(D)　看(VC)　財報(Na),[]
你以為華航天到晚在招人,你(Nh)　以為(VE)　華航(Nb)　天到晚(D)　在(D)　招(VC)　人(Na),"[{'word': '華航', 'ner': 'ORG'}]"
門很窄啦進不去的只能去長榮和星宇,門(Na)　很(Dfa)　窄(VH)　啦(T)　進(VA)　不(D)　去(VCL)　的(DE)　只(Da)　能(D)　去(VCL)　長榮(Nb)　和(Caa)　星宇(Nb),"[{'word': '長榮', 'ner': 'FAC'}, {'word': '星宇', 'ner': 'FAC'}]"
飛機認列折舊很貴,飛機(Na)　認列(VC)　折舊(VH)　很(Dfa)　貴(VH),[]
確實巷口麵攤毛利,確實(VH)　巷口(Nc)　麵攤(Nc)　毛利(Na),[]
發年終是良心是未上市公司,發(VC)　年終(Nd)　是(SHI)　良心(Na)　是(SHI)　未(D)　上市(VH)　公司(Nc),[]
上市公司還是看財報的,上市(VH)　公司(Nc)　還是(D)　看(VC)　財報(Na)　的(DE),[]
毫無意義的比較,毫無(VJ)　意義(Na)　的(DE)　比較(VC),[]
華航流動率很低裡面的不太想走外面的很難擠進去,華航(Nc)　流動率(Na)　很(Dfa)　低(VH)　裡面(Ncd)　的(DE)　不(D)　太(Dfa)　想(VE)　走(VA)　外面(Ncd)　的(DE)　很(Dfa)　難(VH)　擠進去(VCL),"[{'word': '華航', 'ner': 'ORG'}]"
折舊吃掉了,折舊(VH)　吃掉(VC)　了(Di),[]
罷工了啦多人多根捅才有感覺,罷工(VA)　了(Di)　啦(T)　多(Neqa)　人(Na)　多(Neqa)　根(Nf)　捅(VC)　才(Da)　有(V_2)　感覺(Na),[]
至少要年,至少(Da)　要(D)　年(Na),[]
不潮,不(D)　潮(VH),[]
跟巷口麵店有什麼好比的毛利給你好了營業額是能高到哪去,跟(P)　巷口(Nc)　麵店(Nc)　有(V_2)　什麼(Nep)　好比(VG)　的(DE)　毛利(Na)　給(VD)　你(Nh)　好了(T)　營業額(Na)　是(SHI)　能(D)　高(VH)　到(P)　哪(Ncd)　去(D),[]
華航當年罷工福利都沒爭取到前有那麼爽嗎,華航(Nc)　當年(Nd)　罷工(VA)　福利(Na)　都(D)　沒(D)　爭取到(VC)　前(Ng)　有(V_2)　那麼(D)　爽(VH)　嗎(T),"[{'word': '華航', 'ner': 'ORG'}, {'word': '當年', 'ner': 'DATE'}]"
服務業門檻就那樣,服務業(Na)　門檻(Na)　就(D)　那樣(Dfa),[]
有啥毛病非要去機場,有(V_2)　啥(Nep)　毛病(Na)　非(D)　要(D)　去(VCL)　機場(Nc),[]
大家都是來陪公子哥圓夢的,大家(Nh)　都(D)　是(SHI)　來(D)　陪(VC)　公子哥(Na)　圓夢(VB)　的(DE),[]
那麼計較錢幹嘛,那麼(D)　計較(VK)　錢(Na)　幹嘛(D),[]
我以為星宇比較難進去耶,我(Nh)　以為(VE)　星宇(Na)　比較(Dfa)　難(VH)　進去(VA)　耶(T),[]
兩家都蠻常坐的,兩(Neu)　家(Nc)　都(D)　蠻(Dfa)　常(D)　坐(VA)　的(DE),"[{'word': '兩', 'ner': 'CARDINAL'}]"
星宇空服員有種很明顯的優越感,星宇(Na)　空服員(Na)　有(V_2)　種(Nf)　很(Dfa)　明顯(VH)　的(DE)　優越感(Na),[]
認識的在星宇辦公室缺,認識(VJ)　的(DE)　在(P)　星宇(Na)　辦公室(Nc)　缺(VJ),"[{'word': '星宇辦公室', 'ner': 'FAC'}]"
聽說可以用高鐵價候補機位,聽說(VE)　可以(D)　用(P)　高鐵價(Na)　候補(VH)　機位(Na),[]
資本額億就能去賣麵啦八方雲集毛利率左右你億搞航空的確有點低了公子陪讀有賺就行,資本額(Na)　億(Neu)　就(D)　能(D)　去(D)　賣(VD)　麵(Na)　啦(T)　八方(Ncd)　雲集(VH)　毛利率(Na)　左右(Ng)　你(Nh)　億(Neu)　搞(VC)　航空(Na)　的確(D)　有點(Dfa)　低(VH)　了(Di)　公子(Na)　陪讀(VC)　有(V_2)　賺(VC)　就(D)　行(VH),[]
無知,無知(VH),[]
輕資本跟重資本怎麼比毛利率啦,輕(VH)　資本(Na)　跟(P)　重(VH)　資本(Na)　怎麼(D)　比(VC)　毛利率(Na)　啦(T),[]
不用聽說員工就是折空位票只是華航類公務員裡面老人爽到不行根本沒人會想離職,不用(D)　聽說(VE)　員工(Na)　就是(Cbb)　折(VC)　空位票(Na)　只是(Da)　華航(Na)　類(Na)　公務員(Na)　裡面(Ncd)　老人(Na)　爽(VH)　到(P)　不行(VH)　根本(D)　沒(VJ)　人(Na)　會(D)　想(VE)　離職(VH),"[{'word': '華航', 'ner': 'ORG'}]"
華航躺槍,華航(Nc)　躺槍(Na),"[{'word': '華航', 'ner': 'ORG'}]"
會去星宇的都是要歸隨張董的,會(D)　去(VCL)　星宇(Nb)　的(DE)　都(D)　是(SHI)　要(D)　歸隨(VJ)　張董(Nb)　的(DE),"[{'word': '張董', 'ner': 'PERSON'}]"
薪水不要要求這麼多辣,薪水(Na)　不要(D)　要求(VF)　這麼多(Neqa)　辣(VH),[]
來古板叫人罷工根本是對岸網軍,來古板(D)　叫(VL)　人(Na)　罷工(VA)　根本(D)　是(SHI)　對岸(Nc)　網軍(Na),[]
航空是高風險,航空(Na)　是(SHI)　高風險(Na),[]
你說是高風險還差不多,你(Nh)　說(VE)　是(SHI)　高風險(Na)　還(D)　差不多(D),[]
都什麼年代了飛機根本地球上最安全交通工具好嗎,都(D)　什麼(Nep)　年代(Nd)　了(Di)　飛機(Na)　根本(D)　地球(Na)　上(Ng)　最(Dfa)　安全(VH)　交通(Na)　工具(Na)　好(VH)　嗎(T),[]
這還是在油價直降的狀況,這(Nep)　還是(D)　在(P)　油價(Na)　直(D)　降(VC)　的(DE)　狀況(Na),[]
不會為了喝啤酒去搭國泰,不會(D)　為了(P)　喝(VC)　啤酒(Na)　去(D)　搭(VC)　國泰(Nb),[]
所以其他家更新飛機有需要這麼快嗎,所以(Cbb)　其他(Neqa)　家(Nf)　更新(VC)　飛機(Na)　有(V_2)　需要(VK)　這麼(Dfa)　快(VH)　嗎(T),[]
能進的了華航誰要民營華航年終超多又不用太在意,能(D)　進(VC)　的(DE)　了(T)　華航(Nc)　誰(Nh)　要(D)　民營(VH)　華航(Nc)　年終(Nd)　超(VH)　多(VH)　又(D)　不用(D)　太(Dfa)　在意(VK),"[{'word': '華航', 'ner': 'ORG'}, {'word': '華航', 'ner': 'ORG'}]"
可以去華航啦不過幾年後華航還能不能發這名多就不知道啦國營事業內部問題都蠻多,可以(D)　去(VCL)　華航(Nc)　啦(T)　不過(Da)　幾(Neu)　年(Nf)　後(Ng)　華航(Nc)　還(D)　能不能(D)　發(VD)　這(Nep)　名(Na)　多(VH)　就(D)　不(D)　知道(VK)　啦(T)　國營(VH)　事業(Na)　內部(Ncd)　問題(Na)　都(D)　蠻(Dfa)　多(VH),"[{'word': '華航', 'ner': 'ORG'}, {'word': '幾年後', 'ner': 'DATE'}, {'word': '華航', 'ner': 'ORG'}]"
華航不知道但虎航應該是可以,華航(Nc)　不(D)　知道(VK)　但(Cbb)　虎航(Nc)　應該(D)　是(SHI)　可以(D),"[{'word': '華航', 'ner': 'ORG'}, {'word': '虎航', 'ner': 'ORG'}]"
可能跟民眾黨差不多吧擠不進舒適圈的就來搏搏,可能(D)　跟(P)　民眾黨(Nb)　差不多(VH)　吧(T)　擠(VCL)　不(D)　進(VC)　舒適圈(Na)　的(DE)　就(D)　來(D)　搏搏(VC),"[{'word': '民眾黨', 'ner': 'ORG'}]"
新的航空公司,新(VH)　的(DE)　航空(Na)　公司(Nc),[]
錢應該都花在開拓航線的航權和機場停機坪上吧,錢(Na)　應該(D)　都(D)　花(VC)　在(P)　開拓(VC)　航線(Na)　的(DE)　航權(Na)　和(Caa)　機場(Nc)　停機坪(Nc)　上(Ncd)　吧(T),[]
馬後炮結果論,馬後炮(Nb)　結果論(VC),[]
事實就是有買新機啊,事實(Na)　就(Cbb)　是(SHI)　有(V_2)　買(VC)　新機(Na)　啊(T),[]
引述古美門上身之銘言,引述(VC)　古美門(Nb)　上身(Na)　之(DE)　銘言(Na),[]
罷工其實是工會的權力不是勞工的算是團體爭議權,罷工(VA)　其實(D)　是(SHI)　工會(Nc)　的(DE)　權力(Na)　不(D)　是(SHI)　勞工(Na)　的(DE)　算是(VG)　團體(Na)　爭議權(Na),"[{'word': '工會', 'ner': 'ORG'}]"
工會權利,工會(Nc)　權利(Na),[]
不是喔不是這樣子的喔,不(D)　是(SHI)　喔(T)　不(D)　是(SHI)　這樣子(VH)　的(T)　喔(T),[]
新聞不甩勞動部泰博開除工會全數幹部,新聞(Na)　不(D)　甩(VC)　勞動部(Nc)　泰博(Nb)　開除(VC)　工會(Nc)　全數(Neqa)　幹部(Na),[]
看眉來眼去就懂了,看(VC)　眉來眼去(VA)　就(D)　懂(VK)　了(T),[]
勞動部就專門幫助企業合法的單位阿嘻嘻,勞動部(Nc)　就(D)　專門(VL)　幫助(VC)　企業(Na)　合法(VH)　的(DE)　單位(Na)　阿嘻嘻(Nb),"[{'word': '勞動部', 'ner': 'ORG'}]"
資遣費還能不發的喔,資遣費(Na)　還(D)　能(D)　不(D)　發(VD)　的(T)　喔(T),[]
讚啦,讚(VH)　啦(T),[]
這才是台灣老闆,這(Nep)　才(Da)　是(SHI)　台灣(Nc)　老闆(Na),"[{'word': '台灣', 'ner': 'NORP'}]"
反正罰也罰沒多少,反正(D)　罰(VF)　也(D)　罰(VF)　沒(VJ)　多少(Neqa),[]
不聽話的通通開除愛爭取愛檢舉是不是,不(D)　聽話(VH)　的(DE)　通通(D)　開除(VC)　愛(Na)　爭取(VC)　愛(VL)　檢舉(VC)　是(SHI)　不(D)　是(SHI),[]
開除,開除(VC),[]
按讚概念股,按讚(VC)　概念股(Na),[]
勞工死了也不痛不養的勞動部,勞工(Na)　死(VH)　了(Di)　也(D)　不(D)　痛(VH)　不(D)　養(VC)　的(DE)　勞動部(Nc),"[{'word': '勞動部', 'ner': 'ORG'}]"
工會蝦米,工會(Nc)　蝦米(Na),[]
有尾牙可以吃就要偷笑惹剩下的通通拿去加權抽獎,有(V_2)　尾牙(Nd)　可以(D)　吃(VC)　就(D)　要(D)　偷笑(VA)　惹(VC)　剩下(VJ)　的(DE)　通通(D)　拿去(VC)　加權(A)　抽獎(VA),[]
先講下,先(D)　講(VE)　下(Ng),[]
老阿姨承認最討厭外遇的渣男和小三,老阿姨(VH)　承認(VE)　最(Dfa)　討厭(VK)　外遇(Na)　的(DE)　渣男(Na)　和(Caa)　小三(Nb),[]
張榮發恐怕為了安撫元配容忍自己的婚外情,張榮發(Nb)　恐怕(D)　為了(P)　安撫(VJ)　元配(Na)　容忍(VK)　自己(Nh)　的(DE)　婚外情(Na),"[{'word': '張榮發', 'ner': 'PERSON'}]"
早就過戶給元配和四位孩子鉅額的公司股權,早(D)　就(D)　過戶(VD)　給(VD)　元配(Na)　和(Caa)　四(Neu)　位(Nf)　孩子(Na)　鉅額(Na)　的(DE)　公司(Nc)　股權(Na),"[{'word': '四', 'ner': 'CARDINAL'}]"
甚至多過於自己的持股,甚至(D)　多過於(VJ)　自己(Nh)　的(DE)　持股(Na),[]
張國煒不用恨長榮元配四子聯手老臣把他趕出長榮航空,張國煒(Nb)　不用(D)　恨(VK)　長榮(Nb)　元配(Na)　四(Neu)　子(Na)　聯手(VH)　老臣(VH)　把(P)　他(Nh)　趕出(VCL)　長榮(Nb)　航空(Na),"[{'word': '張國煒', 'ner': 'PERSON'}]"
張榮發怎麼會不知道元配四子擁,張榮發(Nb)　怎麼(D)　會(D)　不(D)　知道(VK)　元配(Na)　四(Neu)　子(Na)　擁(VC),"[{'word': '張榮發', 'ner': 'PERSON'}, {'word': '四', 'ner': 'CARDINAL'}]"
有更多的股權,有(V_2)　更多(Neqa)　的(DE)　股權(Na),[]
雖然有遺屬,雖然(Cbb)　有(V_2)　遺屬(Na),[]
他真的想把長榮航空交給張國煒也必須要先得到元配四子的,他(Nh)　真的(D)　想(VE)　把(P)　長榮(Nb)　航空(Na)　交給(VD)　張國煒(Nb)　也(D)　必須(D)　要(D)　先(D)　得到(VJ)　元配(Na)　四(Neu)　子(Na)　的(DE),"[{'word': '長榮航空', 'ner': 'ORG'}, {'word': '張國煒', 'ner': 'PERSON'}]"
原諒和成全,原諒(VJ)　和(Caa)　成全(VC),[]
於公於私,於公於私(D),[]
張國煒旦失去父親的照拂,張國煒(Nb)　旦(Cbb)　失去(VJ)　父親(Na)　的(DE)　照拂(VJ),"[{'word': '張國煒', 'ner': 'PERSON'}]"
他都該被趕出長榮航,他(Nh)　都(D)　該(D)　被(P)　趕出(VCL)　長榮航(Nb),[]
不過張榮發還是留下了份不少的專屬遺產給張國煒,不過(Cbb)　張榮發(Nb)　還是(D)　留下(VC)　了(Di)　份(Nf)　不少(Neqa)　的(DE)　專屬(VJ)　遺產(Na)　給(VD)　張國煒(Nb),"[{'word': '張榮發', 'ner': 'PERSON'}, {'word': '張國煒', 'ner': 'PERSON'}]"
這是份祝福,這(Nep)　是(SHI)　份(Nf)　祝福(VC),[]
可惜如果張榮發知,可惜(VH)　如果(Cbb)　張榮(Nb)　發(VE)　知(VK),[]
道張國煒拿了遺產成立星宇航空和自己手創立的長榮對打,道(VE)　張國煒(Nb)　拿(VC)　了(Di)　遺產(Na)　成立(VC)　星宇(Na)　航空(Na)　和(Caa)　自己(Nh)　手(Na)　創立(VC)　的(DE)　長榮(Nb)　對打(VA),"[{'word': '張國煒', 'ner': 'PERSON'}, {'word': '星宇航空', 'ner': 'ORG'}, {'word': '長榮', 'ner': 'ORG'}]"
心裡作何感想,心(Na)　裡(Ng)　作(VC)　何(Nes)　感想(Na),[]
張榮發月才過世,張榮發(Nb)　月(Na)　才(Da)　過世(VH),"[{'word': '張榮發', 'ner': 'PERSON'}]"
張國煒在同年月就向經濟部申請創立星宇航空,張國煒(Nb)　在(P)　同(Nes)　年(Nf)　月(Na)　就(D)　向(P)　經濟部(Nc)　申請(VF)　創立(VC)　星宇(Nb)　航空(Na),"[{'word': '張國煒', 'ner': 'PERSON'}, {'word': '同年月', 'ner': 'DATE'}, {'word': '經濟部', 'ner': 'ORG'}, {'word': '星宇航空', 'ner': 'ORG'}]"
講句難聽的話,講(VE)　句(Nf)　難聽(VH)　的(DE)　話(Na),[]
親屍骨未寒耶,親(VJ)　屍骨(Na)　未(D)　寒(VH)　耶(T),[]
股點來了,股點(Na)　來(VA)　了(Di),[]
星宇航空在張國煒不甘心的情緒中創立,星宇(Nb)　航空(Na)　在(P)　張國煒(Nb)　不(D)　甘心(VK)　的(DE)　情緒(Na)　中(Ng)　創立(VC),"[{'word': '星宇航空', 'ner': 'ORG'}, {'word': '張國煒', 'ner': 'PERSON'}]"
並不是以任何創新和技術優勢為前提,並(D)　不(D)　是(SHI)　以(P)　任何(Neqa)　創新(Nv)　和(Caa)　技術(Na)　優勢(Na)　為(VG)　前提(Na),[]
老阿姨看,老阿姨(VH)　看(VC),[]
不出投資的價值,不(D)　出(VC)　投資(Na)　的(DE)　價值(Na),[]
他就只會開飛機,他(Nh)　就(D)　只(Da)　會(D)　開(VC)　飛機(Na),[]
長榮不給開啊,長榮(Nb)　不(D)　給(D)　開(VC)　啊(T),"[{'word': '長榮', 'ner': 'PERSON'}]"
只好自己創公司開,只好(D)　自己(Nh)　創(VC)　公司(Nc)　開(VC),[]
空運新飛機就是創新跟技術,空運(VC)　新(VH)　飛機(Na)　就(Cbb)　是(SHI)　創新(VC)　跟(P)　技術(Na),[]
不然呢,不然(Cbb)　呢(T),[]
